0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,label
2.5916464775952406,3.616678902191703,2.3883556626200293,3.66638233221467,3.0252758862527234,1.2972194773256414,0.22938909486031925,1.2745694803394743,1.132342928557668,1.4691096232626255,1.3888177825302852,0.8201155678766519,1.112628803107882,0.8905001037253902,0.9811025897380564,0.3370602316307859,0.9421697903045283,0.9458927560841758,Right Click
2.6571930788148808,3.722807387631153,2.487449783704044,3.740871691052624,3.0275353211795095,1.2706233656102024,0.21486707290670887,1.2551166689589013,1.0733341306597155,1.4573583633454004,1.3816934003199832,0.8854123450256047,1.0848852730192378,0.8743646745686091,0.9781929815760626,0.49271791842571677,0.941542053359333,0.9437117812478931,Right Click
2.631387331294265,3.6042540201446074,2.505103107286629,3.636837326858609,3.062074611357548,1.1629909389685824,0.17134665150927458,1.2139660041680123,1.277161004520716,1.3329215570571,1.2511117484157186,0.8976588820093322,1.1528687654438978,0.8751774681765565,0.9793107780808177,0.6261513372485916,0.9603522371512677,0.9490285966186729,Right Click
2.1863137598705746,3.4491342642015477,2.5393214816102754,3.455924524493283,2.865375232346753,1.3145207256749136,0.418466117842951,1.4916664797630015,1.4526559057458717,1.1325326925009631,1.080846674008718,0.9413782752229436,0.9423652365322055,0.8547471842895339,0.9858132580241981,0.7848985778000298,0.972732243732405,0.9667281042875203,Right Click
2.4174701415872386,3.4919308348557583,2.40988176572118,3.473257926938027,2.9774736487524867,1.1817402844114369,0.1742796209963909,1.26935908308365,1.3899626840345836,1.2840351483832895,1.1871836716671629,0.9023037222022267,1.0698897423430567,0.8818773415761749,0.9869143976021849,0.617667474529517,0.9659600908315867,0.9589685928338147,Right Click
1.6974189294480133,3.332742661932143,2.4167810793098923,3.3220406366628152,2.833062565134114,1.6631372684878476,0.778939428765148,1.8456578437070237,1.746122956668585,1.0984024490367388,1.1037105357716004,0.9150102069032028,0.8663260450403646,0.8260722995142321,0.9806582785851286,0.725655847140033,0.9927824601868167,0.9651367622913063,Right Click
2.2968545472705926,3.3291055649795616,2.874614966105471,3.7552489692392728,3.21374421906283,1.047481576772642,0.6474676220537742,1.7929035600766328,1.908057648548707,0.5767271295725143,1.1899814314679018,1.0830107279284793,1.166004555025399,0.9122651420029839,0.9360195544178463,0.7305429446548979,0.9640878728070624,0.9811549616557015,Right Click
1.7008280443082417,3.352185827498572,2.5498009248651923,3.421854971443656,3.0004233710345063,1.6847265389883923,0.8733278755420809,1.8975960390727966,1.9006695226343233,0.9360954600840011,1.1180844272131238,1.0503899440194764,0.8840674965723471,0.8352948748516246,0.9789248626082934,0.7225119395844946,0.9717548609950666,0.9975881725279341,Right Click
1.9759757802205202,3.414508329068631,2.4743034909560997,3.34854582797944,2.96051391215868,1.4495639136901062,0.5655666806446505,1.6617600854989638,1.8545458935616639,1.064627298478565,1.1405617128075243,1.0128155393986038,1.0596996185501077,0.866522928806555,0.9834935422509768,0.6906553616697795,0.9660719931853806,0.9783132045900808,Right Click
2.257453539260371,3.2074600056521723,2.274031157519216,3.1753121817627474,2.860295577929323,0.9562117779428816,0.26532558945254825,1.3344999220483358,1.8109254709864322,1.0196359745745032,1.1812352772582229,1.0161260625954767,1.3210841042789856,0.915379397647888,0.9604436566087544,0.616094857611627,0.9245457923951516,0.9937320343589824,Right Click
2.354884476214147,3.3736146247669776,2.452232569383514,3.445688992596383,3.125938905716705,1.0243163803831126,0.33688363282304745,1.515471243510794,2.012903185554031,1.0209102321972792,1.3044639330643302,1.1253187800840583,1.3960810050482693,0.9342696406709898,0.9472408479130695,0.5893751961669816,0.9212614780530166,0.9918305768597002,Right Click
2.3013132932157645,3.3927081213046466,2.3600412671297626,3.3746332544465383,3.0584737088449,1.1001502608415572,0.27796406720650396,1.4798834721786098,1.9291104476518428,1.1215932988710948,1.3327638585500432,1.0542245329627802,1.3226283461799426,0.910553610504839,0.9756612758350577,0.5414842092602551,0.9248416930621622,0.9912831115169268,Right Click
2.2847368377769137,3.287825967802876,2.4273228860242613,3.298530094325286,3.1064564411010993,1.01076532935768,0.33107419751894734,1.42599557878465,1.9570485695639972,0.9442481288125795,1.1481158236882212,1.0156326299917358,1.3348493675079136,0.9245479121792121,0.9472451221396869,0.6179701277820651,0.9136214975659633,0.9737094735603768,Right Click
2.2612239256817057,3.2291536950995794,2.326546689971397,3.222797803450378,2.95971353131315,0.9728243688885924,0.2579087611163971,1.3433868024635651,1.8545033659511645,0.9749247829156271,1.1922114963243875,1.0477244299832071,1.3214608784144741,0.9104314630408883,0.9364645388686796,0.5851557672176207,0.9133837426791598,0.9784171966006749,Right Click
2.212440141300564,3.1446964559689854,2.324603629208772,3.110570797834717,2.8978757048833854,0.9448363154418153,0.28034905192595977,1.287535629282442,1.860229774004479,0.8975335742046795,1.0674013996841871,1.0501251951619972,1.365496371347264,0.9252184578473879,0.9579173771268542,0.6353608926235321,0.9245917459074481,0.9882021849835028,Right Click
2.3146306301768633,3.3028151746862044,2.474043925171809,3.3716886381658915,3.1581000720549093,1.0090991188540952,0.2799667357441632,1.455890937043464,2.0771940668586364,0.9085649256591305,1.2325336253331354,1.178557507554652,1.4378343699589369,0.9414229297790411,0.9360376542216129,0.585812832916869,0.9021352665736029,0.9675484769323766,Right Click
2.3957608753096578,3.4847326840775708,2.469863469921021,3.4240855450935435,3.215539135169394,1.1087004903710158,0.3156735996508932,1.4617139724519959,2.1403266188514047,1.102021506696963,1.276412772056373,1.2204097142108,1.4526245130421986,0.9425194593613089,0.9684345336591722,0.5629022303990289,0.9132363408567875,0.9878670805349843,Right Click
2.343941837295502,3.363926952935063,2.405237721121519,3.3275922020662736,3.163244533808535,1.0510159801558747,0.30875203769598425,1.4116878072250747,2.1402733401383776,1.0525178310093437,1.2388158233121673,1.2360146572098265,1.4764557687600157,0.9391382754794255,0.9555377191745295,0.5651736968873851,0.9000233484140692,0.9903299982718562,Right Click
2.2944999829598136,3.295043264792173,2.448394107896591,3.3254093943668033,3.213916814165408,1.0651307072928198,0.33041773410511543,1.4769816199178296,2.2590649030124825,0.9406071181705782,1.202340295625916,1.2868301557005115,1.5604305964746292,0.9618228458453012,0.9324312528952889,0.6027522806074228,0.8890822101351925,0.9905696175351298,Right Click
2.527312331511093,3.7136043192580557,2.6913271509030996,3.706655670446115,3.6351270653984287,1.2627182251315234,0.41900193210724085,1.6580955478296804,2.5861352706400225,1.1532369147197976,1.3674174940000199,1.4983964928277904,1.6680195845903587,0.9803507195889632,0.929648921282208,0.5367948851287766,0.8503523274582186,0.9750366070749827,Right Click
2.562831286271448,3.7884901146015513,2.67233124186159,3.668900205559613,3.5678766462547022,1.3334817961870093,0.4237482616946153,1.624965569640875,2.5758717848332604,1.2711483281642322,1.3583252799578145,1.5016500309512648,1.7126044982678568,0.9794462046055274,0.9478533681755498,0.5489221439231894,0.8522573224532599,0.9827190031874499,Right Click
2.480444564860015,3.6274907881268117,2.607623304224689,3.6204181494549417,3.437351971190538,1.211163335872188,0.3934401678295831,1.6650704858620258,2.499831665470646,1.1553747714783367,1.407817572658001,1.436076582233493,1.6284021590492834,0.9724671424595671,0.928198805041166,0.5399683571890558,0.8696372410070454,0.9898680561409345,Right Click
2.4618023836591805,3.5646334008217626,2.5621189324072247,3.606354416733517,3.4010549988843746,1.1452655307282718,0.3854252670810437,1.6761439850040636,2.462868176272402,1.1152996378041098,1.4277388850276904,1.397085553557992,1.5712029634705487,0.9737711421661222,0.9288916858551006,0.5213476971350517,0.8831336838017858,0.9992380492779137,Right Click
2.5636410198510124,3.8129968609875826,2.60258686850437,4.101018789503242,3.6178174865203805,1.2772376609532174,0.4445932088682491,2.039427211307219,2.6557946540683175,1.3599477331919092,1.852475885061744,1.6536006655898834,1.5302660618527113,0.9822176514942691,0.9220114842857802,0.47749788576546814,0.930385061153207,0.9825090375432871,Right Click
2.5048176634598125,3.5108942832104963,2.5603003164477482,3.7202475373215362,3.2982916725824896,1.0621912765615706,0.3411819424035927,1.8340372428442289,2.36346654462854,1.0395185883751608,1.6297212803623777,1.268615459338614,1.6638471626959892,0.9707640073868079,0.9162284886152572,0.6211077683007643,0.9585124489986354,0.990492822501326,Right Click
