label,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62
Left_click,0.0,0.0,0.0,-0.08837159877678562,-0.036992877435016315,-0.06021105269688821,-0.16386352302540613,-0.122382572438461,-0.11034340408309223,-0.20832335804205776,-0.18296908412771967,-0.15950184353494082,-0.24322914438322618,-0.24841818835331905,-0.20566165959807298,-0.17085257889658742,-0.4135104634641837,-0.05975163691783583,-0.23630252853840444,-0.4784256269614744,-0.15122796636701008,-0.24735924415385963,-0.37765962256544566,-0.2257553461949009,-0.2353031257954155,-0.28181333668732067,-0.26394350629118835,-0.09216449825032842,-0.4726755889441086,-0.07410974815330679,-0.1275327272625427,-0.6825609138351181,-0.13441518914363845,-0.14309043882068195,-0.8226286877433946,-0.1867848590662203,-0.15264062273631313,-0.9629647605270246,-0.22226045593807414,-0.008933513171739776,-0.456990340310852,-0.10095485318056997,0.021230937473445725,-0.6705628876482,-0.16885489450468155,0.04152394604029908,-0.8050846103950513,-0.21834365769849343,0.050224245109717215,-0.9382174954569479,-0.2467275712090324,0.06952219878841522,-0.3829397299395523,-0.13079898165958118,0.13568640436038767,-0.5294309762694129,-0.1806882758832154,0.184458707503191,-0.6254025045214932,-0.19556669551048564,0.22278734256206922,-0.7207373739748222,-0.2020312008120613
Left_click,0.0,0.0,0.0,-0.0831935101624882,-0.03202141858388589,-0.07799758053122532,-0.15469153692352627,-0.11630475951871753,-0.13495380304857046,-0.17703301249691908,-0.1949428853617197,-0.18751903179094206,-0.1929301079531487,-0.2846046478091863,-0.23408735922847904,-0.16735550091092566,-0.413661786751656,-0.08009639030384116,-0.22126117674296503,-0.5481763132433533,-0.1706637340432392,-0.21870851257616486,-0.4687627840235372,-0.23848950854483617,-0.20527456065742822,-0.3812672550263614,-0.27157735544025585,-0.08270810941691145,-0.47320107314950355,-0.08460750473804714,-0.10696842099775042,-0.7021338362662083,-0.13968344866714308,-0.11863207484211355,-0.8352107830224571,-0.18728649919333423,-0.12994228797965646,-0.9665371041389209,-0.2211809849814418,-0.000428704347015536,-0.46320007158575444,-0.10299216849606219,0.009616394415614541,-0.6837793442758486,-0.15873095189956535,0.017989667796109013,-0.8193146822398865,-0.2018886538797939,0.018083277639347518,-0.9551771020587818,-0.23020261980864076,0.08126826403590645,-0.4039216659847953,-0.12729767556128055,0.1160500125427261,-0.5603229916684411,-0.16559453170433613,0.14191506429336798,-0.6646449176175621,-0.17861917541240713,0.15873985871552915,-0.7699457405962274,-0.18707535207939427
Left_click,0.0,0.0,0.0,-0.11001754060168878,-0.06328906179456278,-0.03285290263230021,-0.21058335443286988,-0.1925996703063126,-0.06118051648747997,-0.28520109923227255,-0.2836487277196214,-0.09431066348492612,-0.35572332868404716,-0.3521521641758709,-0.12723281704353112,-0.16941462871784435,-0.4382619550197234,-0.017328833547840643,-0.25895898799949896,-0.5417253637100783,-0.09300158259081108,-0.3209448646771179,-0.4863074814162817,-0.15914579246649105,-0.35480885631192205,-0.4166070824473191,-0.19532374632809904,-0.1029001189546042,-0.48555394896865683,-0.04054463425812747,-0.1493628440208538,-0.7084209191656734,-0.09015936013825912,-0.19931913756025277,-0.8418549933760849,-0.13491042909308648,-0.2445208284421657,-0.9555830557805189,-0.16453141937977303,-0.03152202270545246,-0.47189806113118066,-0.0749223685598389,-0.042838871892314376,-0.6915560943531748,-0.12376428273055658,-0.06863084722981215,-0.8274757493268277,-0.15804366955214405,-0.10229253692870742,-0.9512184056011637,-0.1783170002271362,0.039716998006701205,-0.40860640716696556,-0.11243693103023922,0.05566222245928429,-0.5647971387550432,-0.14459935347465946,0.05319875966535892,-0.6752339909737509,-0.15135430809465494,0.03800785658159927,-0.7791398154019389,-0.1545308006853878
Left_click,0.0,0.0,0.0,-0.11856190762790922,-0.08985098708341417,-0.020875833104968378,-0.2120245639743331,-0.24318967256458815,-0.04317418987934701,-0.2853945290458816,-0.3478815360442872,-0.07259060239780682,-0.3549089165716149,-0.42512358901588765,-0.10187104966086277,-0.1377515059449659,-0.46126545700882843,-0.008009164386438785,-0.2439895465347483,-0.5810031126288878,-0.08617942896095103,-0.32283608978246053,-0.5381740827911402,-0.15308012348941985,-0.36616932944534497,-0.46771468240108577,-0.18721099228051954,-0.08267835056721458,-0.4998903768937661,-0.03182346039141565,-0.13271584790269728,-0.7204750911611123,-0.07893515243693873,-0.1871481439276911,-0.8505267123803721,-0.1185290969203515,-0.23705309005043465,-0.9607337660171543,-0.14420978930723186,-0.01914943483121786,-0.48539235381099743,-0.06630789300286914,-0.036181328910514184,-0.7080110032066823,-0.11044433651675495,-0.07043703530027247,-0.8445364104338109,-0.1377408188193489,-0.11188996809551943,-0.9639357794340793,-0.15258760849853423,0.04502689756134677,-0.42459736538510157,-0.1036948729673297,0.0567432772393227,-0.5903233832377104,-0.1315370385779775,0.04668893988786603,-0.7060302876244477,-0.13550290470462184,0.024565182305068933,-0.8101821102974744,-0.13578091682197693
Left_click,0.0,0.0,0.0,-0.11392076934440559,-0.08833623075840374,-0.034653095776181544,-0.20192202074093318,-0.23718272496366022,-0.062205749436549176,-0.2668948956334961,-0.3554160122006348,-0.09517783125767754,-0.32536702162297837,-0.4697034064226698,-0.1273187284675714,-0.11621218967270196,-0.46098895572810517,-0.0031664240546853445,-0.19872932662439155,-0.578168975705299,-0.07994459727839982,-0.27675648143100456,-0.5717417298950936,-0.14777351707547712,-0.329377333745971,-0.5374277787571728,-0.18398418049530063,-0.05428719949157328,-0.5056990228292506,-0.022418235451356603,-0.08759455011527066,-0.7251835923438545,-0.0698122508450502,-0.1350530866634155,-0.8620261349585756,-0.11073479351959079,-0.1788726857621826,-0.9742889583280236,-0.13698754676363153,0.01108958617710511,-0.49343754323762734,-0.05491991120796181,0.002652523568092665,-0.708938161996958,-0.10144333909302101,-0.02900094809345973,-0.8452148851649086,-0.12906874626908502,-0.06669093547296175,-0.9630348510924714,-0.1433621885832977,0.07572160383525986,-0.4345786057375774,-0.09199742723824832,0.09251272636843845,-0.6030287547963661,-0.12341568009673215,0.08776922386263677,-0.720468499555291,-0.1299877575767136,0.06798608609330317,-0.8243018303030785,-0.13151702860980194
Left_click,0.0,0.0,0.0,-0.12443202981422258,-0.08734990015642811,-0.028914133015805428,-0.22949187844038768,-0.21790850976644113,-0.06091087221232922,-0.3094834197255871,-0.3030110884553525,-0.09990530164608341,-0.3869085231769335,-0.36891985281761186,-0.14029488687882438,-0.17019619485329354,-0.4586409718757177,-0.02161456901554753,-0.27756408289484236,-0.5692212306809223,-0.1081571752976886,-0.35492632244174444,-0.5128106594794277,-0.18377313479017005,-0.40527052686435616,-0.43969021868964325,-0.22471768648456097,-0.10770013261282912,-0.493304040423432,-0.047943570618923015,-0.15705145342016516,-0.7173234771259224,-0.10453645739971641,-0.21954095155815748,-0.8430310887763106,-0.1521648354304112,-0.2816157751457486,-0.9419274029720947,-0.18293529653761287,-0.040021459005158785,-0.47264277049604514,-0.08533790934532005,-0.06226833837777835,-0.6951938679686217,-0.13820369953140735,-0.11142488206752868,-0.8238172034440226,-0.1724335215368703,-0.1685802895504973,-0.93375519006888,-0.192031233293759,0.029271605112429627,-0.40737956036536926,-0.12591263855968707,0.04404449642411954,-0.5660761419676055,-0.1625059634906045,0.028334327019057064,-0.6761188386501669,-0.17074700479522148,-0.0031137829938344772,-0.7752612751304698,-0.1736980580082992
Left_click,0.0,0.0,0.0,-0.11898398789789251,-0.09384458780165514,-0.03080965667903488,-0.21945315880013624,-0.2177080184976654,-0.06349673075467342,-0.29027797012855666,-0.30390402108989184,-0.10289913277221646,-0.3568793554602738,-0.38588295443736664,-0.14268116972801884,-0.1625852320568479,-0.4691922853377531,-0.02138988172736665,-0.26124315243632323,-0.597600723048645,-0.10620325766201727,-0.3256975094810682,-0.5359681281952555,-0.17988672682957946,-0.36495214791661196,-0.45181801090339213,-0.2195455664010292,-0.08656398789965207,-0.5067192998539818,-0.04800086769321487,-0.12705833422693003,-0.7322553758578454,-0.10238297334256133,-0.18343947503187333,-0.8556366116030313,-0.1519564301042409,-0.24521043518607794,-0.9516119826588931,-0.18522007703233656,-0.007755661164526085,-0.4814075611492764,-0.08609625087891307,-0.016923510090408878,-0.6952898038001054,-0.13836278974903718,-0.05665815392888254,-0.8244549068849802,-0.176195608178253,-0.10750877927470048,-0.9396323304530458,-0.19999413973850277,0.0715530125797752,-0.40557984477372094,-0.12701013400618044,0.09801518212658215,-0.5530429289821146,-0.16554363424809354,0.09523064224943267,-0.6605283295357484,-0.17580178973720145,0.07497704170326477,-0.7599293542183763,-0.1809531072847642
Left_click,0.0,0.0,0.0,-0.11155064353847666,-0.0941235294494945,-0.04846055881304255,-0.19980338672048975,-0.22323113851710294,-0.09262468020675445,-0.27052183208142033,-0.30508873580106516,-0.14137731896996447,-0.3294969035001259,-0.3715809296076231,-0.18967565595691113,-0.13113659411392323,-0.4898526236413354,-0.041753938340563394,-0.21987962030579605,-0.620898246688518,-0.13969911107631397,-0.274803777143649,-0.5297772127932808,-0.22162774197684937,-0.3040821994933158,-0.42576020454256,-0.2640108392191883,-0.038480160762211675,-0.519820384503334,-0.062411820060308675,-0.05864961717333637,-0.7367724177735255,-0.1218646631524983,-0.09288776406763127,-0.860853500110533,-0.1743170077567401,-0.13496563536698264,-0.9684920875446176,-0.20930206313712107,0.050440304044987,-0.4819279328604123,-0.09665151034780478,0.05828978607271366,-0.6907851924806754,-0.1525911730004001,0.04141555389595237,-0.8176026875075872,-0.19162202020973185,0.012860396562055412,-0.9414399043364755,-0.2154027915357576,0.13093663790781998,-0.39052122579684595,-0.13523941778188628,0.17460545205422995,-0.5333728216886147,-0.17283114699997598,0.19414066299179147,-0.6336223367677343,-0.18080790970957186,0.2000609879589831,-0.7312879583051483,-0.1836798032373203
Left_click,0.0,0.0,0.0,-0.10602738021415271,-0.08384503524546241,-0.06219246257016218,-0.18828463305484308,-0.19885400418707566,-0.11392489094805724,-0.2285334045481271,-0.27658218797154127,-0.16695443881583447,-0.23848960893326018,-0.36504534266665317,-0.21630799570304568,-0.11376550443585426,-0.49794140267851084,-0.057289708855524264,-0.18744799149027572,-0.634104547228337,-0.15738092348060737,-0.2381894303973658,-0.5375382697318885,-0.2373087638744056,-0.2622481612989117,-0.42863287957564894,-0.27689748983895623,-0.014182779903901287,-0.5245858359915605,-0.06982401473036536,-0.032638744024689074,-0.7401803881418577,-0.1272448794155785,-0.05899673447777987,-0.861374732590708,-0.17678787095145393,-0.08939100732122869,-0.9736118729952191,-0.20997420930399407,0.0798874629082181,-0.48395107657114445,-0.09688115494691046,0.09338700868440498,-0.6966523397690445,-0.15179054195820685,0.08603332905546075,-0.8236751636509642,-0.1885369861714468,0.06764820398247529,-0.9505786106189947,-0.21079649785887603,0.16177092016333713,-0.38821295230020203,-0.12927473066032613,0.21358142679183625,-0.5351731098025405,-0.1671095053371403,0.24129986649629423,-0.6339157974343016,-0.17477719563631292,0.25549499307519374,-0.7336045490378018,-0.1765453359544575
Left_click,0.0,0.0,0.0,-0.09746304150900462,-0.07984317962510296,-0.06006165333896471,-0.17475678380507317,-0.18871945705337417,-0.11201133301367902,-0.21712938886729574,-0.2719545848882387,-0.16559348462179996,-0.24497501422467083,-0.36363464005657486,-0.21616494319265148,-0.12120310270193083,-0.47630802789565063,-0.05636066464287525,-0.18930388005907137,-0.6174524422534761,-0.1533977615066564,-0.24173863399500817,-0.5395487959894527,-0.2316754358866251,-0.2677590177927747,-0.4425943306452733,-0.27131451856864974,-0.029012832242542346,-0.5068293033015465,-0.06924595232928869,-0.046481596490600824,-0.7284843196818531,-0.12356195751307128,-0.07240407974916721,-0.8544387277759709,-0.17133944161088355,-0.1005621821700168,-0.9737098221963192,-0.20439283176182294,0.06055871055184814,-0.47208101937892144,-0.09583087541403168,0.07274531602735348,-0.6871639591516884,-0.14634425676242768,0.06567308240333676,-0.8140869418345444,-0.1811523501659073,0.04903013975078409,-0.9410328722845799,-0.20335349534880354,0.141829271097801,-0.38359934651407435,-0.12796550737503237,0.18723530276047673,-0.535906359489896,-0.16223061227613497,0.21117101602032806,-0.6383650107046623,-0.1689223637246871,0.22489139660996932,-0.7403752118848429,-0.17111160306531728
